src	mt	src_ctx	tgt_ctx	src_ante	tgt_ante
And if you smush them, they die. 	 Et si tu I'écrases, elles 	 They hurt a lot and it's like poison ivy. I read a book about them... but it was a long time ago... and I forget now. But I do remember that they don't bite your skin, they just... Well, they bite your skin, they don't feed off of it. They just bite it, and that's where their nest is... that little red dot. 	 Elles font très mal, comme une plante vénéneuse. J'ai lu un livre sur elles, mais c'était il y a longtemps, et j'ai oublié maintenant. Mais je me rappelle qu'elles ne piquent pas, en fait, elles... Enfin, elles piquent, mais ne se nourrissent pas de la peau.  Elles  piquent juste, et voilà leur nid, ce petit point rouge. 	 None 	 Elles 
Did they cross the river? 	 Ont-ils 	 Frickin'... I used to get confused. I used to get confused where things begin and when they end. Or what happens before and after. What about Mom and Dad? 	 Merde... J'étais embrouillé. Je ne savais plus où était le début et où était la fin. Ou ce qui arrivait avant et après. Et  papa  et maman dans tout ça? 	 None 	 papa 
Where they hiding you these days? 	 Ou est-ce qu'ils 	 Gets to me bail I will tell you one thing, If I dig, You are showing carbon to it. Would you? never trust a con, cowboy! They ain't get to live to be honest. 	 Dis ce que tu as à dire. Je te dis une chose, Si je creuse cette histoire, tu seras le mec le plus connu du coin. Ah oui? Ne fais jamais confiance à un  taulard , cowboy! L'honnèteté n'est pas leur vertu cardinale. 	 None 	 taulard 
At least they found one. 	 Ils 	 But the enforcers of chastity are massing once again, to dissuade the scientist, intimidate him. Convince him to cease research. He`s killing himself... and you have to help me stop him. Doctors say my heart sounds like a cement mixer. 	 Mais les chevaliers de la chasteté rassemblent leurs troupes pour contenir l'homme de science. Pour l'intimider. Pour le convaincre d'abandonner ses recherches. Il va se tuer. Aide-moi à l'en empêcher. Les médecins  disent que mon cœur fait un bruit de bétonneuse. 	 None 	 médecins 
They don't know they got the whole world right in front of their nose. 	 Y en a qui voient pas qu'elles 	 I'm all done. Really? So soon? Well I'll see you next time. - Mr. Rainey there's something I want to say. Some women don't know a good thing when they got it. 	 J'ai terminé. Déjà ? A la prochaine. J'ai quelque chose à vous dire. Y a des  femmes qui connaissent pas leur bonheur. 	 None 	 femmes 
In fact, it can only grow in these really specific little tucked-away corners of the world. 	 En fait, il 	 I don't know. I don't know. It's a hard grape to grow, as you know, right? It's thin-skinned, temperamental, ripens early. It's not a survivor like cabernet which can just grow anywhere and thrive even when it's neglected. No, Pinot needs constant care and attention. 	 Je ne sais pas...  Il est difficile à cultiver. Mais je t'apprends rien, non ? Grain à fleur de peau, tempérament capricieux, maturité précoce. Ce n'est pas un survivant comme le cabernet qui, lui, peut pousser partout. Même s'épanouir sans qu'on s'en occupe. Le pinot demande une vigilance constante. 	 None 	 Il 
I don't tell them, so they don't realize they're in bed with a woman. 	 Je ne leur dis pas qu'elles 	 I'm Martin. - What? I'm lesbian. I love women, but as a woman, not a man How do you do it... with women? 	 Je m'appelle Martin. - Il y a un problème. - Quoi? Je suis lesbien. J'aime les femmes... Comme femme, pas comme homme. Et tu fais comment avec les f emmes ? 	 None 	 emmes 
Let it grow on your foot! 	 Il 	 And relax. What's wrong with you? - Nothing. - You gotta talk to him. Four: the ball! the ball must be your friend. 	 On ne s'arrête pas. - Qu'est-ce que tu as? - Rien. Tu dois aller le voir. Quatrièmement: le ballon. Le ballon  doit être votre ami. 	 None 	 ballon 
l was abducted by aliens and so on." Would they buy it? 	 "Des extraterrestres m'ont enlevé." Tu penses qu'ils 	 I was about to jump from the jetty and bang, I was in a spaceship. Then a completely different world, would you return? Well... Let's suppose I did return. The creditors arrive: "Where have you been Bob?" 	 Et hop, je me suis retrouvé dans une navette spatiale. Un monde à part. Qu'est-ce que tu ferais toi, tu rentrerais ? Sans doute. Disons que t'es rentré, les  créanciers  se pointent. - "T'étais où Bob ?" 	 None 	 créanciers 
I knew they were on the list, yeah. 	 Je savais qu'ils 	 How did you come by this list you claim to have? I heard Neech on the bars one night telling Speranza. - How many names are on the list? - Five. Just like Neech said. So you knew those two guards were gonna be murdered? 	 Comment avez-eu la liste que vous prétendez avoir ? J'ai entendu Neech en parler à Speranza, à travers les barreaux. - Combien de noms figurent sur la liste ? - Cinq. Comme Neech l'a dit. Donc vous saviez que ces deux  gardiens  allaient être tués ? 	 None 	 gardiens 
If it burns out, I will cease to exist. 	 Si elle 	 Death's capture has kept you alive. And when I release her, you will die. That's not gonna happen! Just where I want'cha. I'm not that easy. I know I can't blow out your candle, Celesta. But I've noticed, when you're not holding it, it burns down very nicely. 	 La Mort est retenue captive, mais quand je l'aurai libérée, tu vas mourir. Ca, pas question. Je te tiens. Je ne suis pas une fille facile. Je ne peux pas souffler  ta bougie , Celesta, mais sans toi, j'ai noté qu'elle se consumait doucement. 	 None 	 ta bougie 
- If they have to. 	 - Ils 	 Have them clear the buildings. [Emily] We got the call. It's from the Excelsior Hotel. [ Shouting I n Arabic ] - Raza, leave this to the locals. - They'll kill them. 	 Sortez-les de I'immeuble. On a reçu I'appel. Il vient de I'Excelsior. Mettez-vous à I'abri! - Raza, laisse faire les  Jordaniens . 	 None 	 Jordaniens 
Because they're so attractive. 	 Parce qu'elles 	 On this site, we shall build a new town, where we can worship freely govern justly and grow vast fields of hemp for making rope and blankets. - Yes, and marry our cousins. - I was... What are you talking about, Shelbyville? Why would we marry our cousins? 	 C'est ici qu'on construira notre ville, qu'on célèbrera notre culte, qu'on gouvernera de manière juste et qu'on fera pousser du chanvre. - Oui, et qu'on épousera nos cousines ! - J'allais... Es-tu fou, Shelbyville ? Pourquoi épouserait-on  nos cousines  ? 	 None 	 nos cousines 
- Or they are waiting for something. 	 - Ou bien ils 	 We found your roadpirates and your helicopter is ready. They are slowing down. Yeah, I see them. They are not driving faster than the speedlimit. They don't want to draw suspicion 	 Nous avons retrouvé les voitures et votre hélicoptère est prêt. Ils ralentissent. Ouais, je les vois. Ils respectent les limitations de vitesse.  - Ils  ne veulent pas attirer l'attention 	 None 	 - Ils 
Why do they like that sleazy style? 	 Pourquoi aiment-elles 	 So who won? Me, of course I was kind of good at taekwondo back then. Then two days later, both of them ran off together Women are so strange 	 Qui est-ce qui a gagné ? Moi, bien sûr. J'étais plutôt doué en taekwondo à cette époque. Deux jours plus tard, ils se sont enfuis tous les deux. Les  femmes  sont si étranges... 	 None 	 femmes 
On the staff, they have one particularly good lecturer 	 Parmi les enseignants, ils 	 - Good-bye - What was university like there? - Hm... How can I put it... It's a good university they all say so 	 - Au revoir. - Comment était l' université  là-bas ? - Hum... Comment la décrire... On raconte partout que c'est une bonne université. 	 None 	 université 
Wondered when it would end... 	 Je me demande quand elle 	 We must contain the internal pressure. Sekiguchi! Hold on! Sekiguchi, don't die! Mother you so hated the war. 	 Je dois stabiliser la pression interne. Sekiguchi ! Tiens bon ! Sekiguchi ne meurt pas ! Maman tu détestais tellement la  guerre . 	 None 	 guerre 
You vote for them so that they'll support you but we just feel forsaken and scorned. 	 On vote pour eux pour qu'ils 	 They'd fooled us twice. We're not asking for money of anything like that. You can't buy what we want. We want justice, an investigation... It was the premeditated murder of people they had no control over. Isn't that what governments are for? 	 Ils nous avaient roulés 2 fois. On ne demande pas d'argent ou un truc du genre. On veut la justice, une enquête... C'était le meurtre prémédité de la presse qu'ils ne contrôlaient pas. Les  gouvernements  servent à ça, non ? 	 None 	 gouvernements 
- With the little ones,  <hon>they<hoff>  can do anything! 	 - Avec les mioches, elles 	 - Okay. - But let! - My hip hurts. Soon, I could more take care of the family. - You got the girls. 	 - Ça va. - Mais laisse! - Ma hanche me fait mal. Bientôt, je pourrai plus m'occuper de la famille. - T'as les  filles . 	 None 	 filles 
If they don't say anything, its because they are modest 	 S'ils 	 No offense hajji, but where were you last night that your clothes smell so much? Well, actually l had to go on a mission last night and as you know the streets have lots of holes and puddles So I fell in the gutter Empty promises till when? I swear our people can't tolerate it any more 	 Sauf votre respect hadji, où étiez-vous hier soir pour sentir si fort? Je suis allé en mission hier soir et comme vous savez, les rues sont pleines de trous et de flaques Alors je suis tombé dans le caniveau Des promesses creuses jusqu'à quand? Je jure que nos  gens  n'en peuvent plus 	 None 	 gens 
You are pushing so hard that they might fall off the other side into hell 	 Vous poussez si fort qu'ils 	 I won't take part in the competition I am notable to memorize You say something, Hajji Mr. Fazly, don't pick on the youth so much You can't force people into heaven, dear brother! 	 Je ne participerai pas à la compétition Je suis incapable de mémoriser Dites quelque chose, hadji M. Fazly, ne vous en prenez pas autant à la jeunesse Vous ne pouvez pas forcer les gens  a aller au paradis, cher frère! 	 None 	 gens 
You'd better be careful they don't come here. 	 Il vaudrait mieux qu'ils 	 I chose the best man for the job. The best also brings danger with it. He could cause trouble. You don't need to worry. The MSJ are investigating. 	 J'ai choisi le meilleur. Mais il représente un danger. Il peut poser des problèmes. Ne vous inquiétez pas.  Le MSJ  enquête. 	 None 	 Le MSJ 
So they swam over. 	 Ils 	 All you need is carfare to Long Island. And get a shave and a shine. You're gonna have a tough time getting in there as it is. I know those blue-noses. Their ancestors refused to come on the Mayflower. They didn't want to rub elbows with tourists. 	 Un ticket de bus suffira. Et tu ferais bien de te raser. T'auras du mal à entrer chez eux avec cette tête-là. Je les connais ces bourgeois. Leurs  ancêtres  n'ont pas pris le Mayflower... pour ne pas se frotter aux touristes. 	 None 	 ancêtres 
Ηe began it by shaking hands, and it's going to end in honeymoon. 	 Il vient de commencer la sienne, et elle 	 Sorry. Ηi, I am Sunny. Α flower for a beautiful lady. Thank you. - lt's my pleasure. Oh, no. Your loνe-story began here and ended in the colonel's ears. 	 Excusez moi, je m'appelle Sunny. Une fleur pour une jolie demoiselle. Merci. - C'est normal. Oh non, ton  histoire d'amour  s'est envolée avec l'ouïe du colonel. 	 None 	 histoire d'amour 
Perhaps they would not even be aware of it themselves 	 Peut-être qu'ils 	 Just in case the gays would pass by and... who knows? You think one could be friends with them? Why not? As long as they do not want anything from me And what if one of them fell in love with you? Then I would definitely have a big problem I would not be able to reciprocate 	 Juste au cas où les  gays passeraient par là, et... qui sait? Tu penses qu'on pourrait être amis avec eux? Pourquoi pas, du moment qu'ils ne veulent rien de moi. Et si l'un d'entre eux tombait amoureux de toi? Alors là j'aurais clairement un gros problème, parce que ça ne pourrait pas être réciproque. 	 None 	 gays 
they are not doing bad 	 ils 	 I am very sorry When they row the way you drive bicycle then... no wonder Do you have a handkerchief? Give it to me But... these guys... 	 Je suis vraiment désolé. Si  ils  rament comme vous faites du vélo, faut pas s'étonner! Vous avez un mouchoir? Donnez le moi. Mais... ces gars... 	 None 	 ils 
